country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Jersey,JEY,2021-01-27,,,,,493,,,,4878,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-28,,,,,493,,,,4878,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-29,,,,,493,,,,4878,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-30,,,,,493,,,,4878,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-01-31,14838,11707,3131,,493,14.68,11.58,3.1,4878,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-01,,,,,549,,,,5432,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-02,,,,,604,,,,5976,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-03,,,,,660,,,,6530,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-04,,,,,715,,,,7074,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-05,,,,,770,,,,7618,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-06,,,,,826,,,,8172,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-07,21007,17829,3178,,881,20.78,17.64,3.14,8716,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-08,,,,,856,,,,8469,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-09,,,,,831,,,,8222,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-10,,,,,806,,,,7974,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-11,,,,,781,,,,7727,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-12,,,,,756,,,,7480,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-13,,,,,731,,,,7232,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-14,25952,22696,3256,,706,25.68,22.46,3.22,6985,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-15,,,,,674,,,,6668,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-16,,,,,642,,,,6352,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-17,,,,,609,,,,6025,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-18,,,,,577,,,,5709,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-19,,,,,545,,,,5392,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-20,,,,,512,,,,5066,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-02-21,29312,26025,3287,,480,29,25.75,3.25,4749,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Kazakhstan,KAZ,2021-01-31,0,0,,,,0,0,,,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-01,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-02,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-03,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-04,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-05,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-06,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-07,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-08,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-09,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-10,,,,,1273,,,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-11,14000,14000,,,1273,0.07,0.07,,68,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-12,,,,,1182,,,,63,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-13,,,,,1091,,,,58,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-14,,,,,1001,,,,53,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-15,,,,,910,,,,48,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-16,,,,,819,,,,44,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-17,,,,,729,,,,39,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-18,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-19,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-20,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-21,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-22,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-23,,,,,638,,,,34,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kazakhstan,KAZ,2021-02-24,22294,20157,2137,,638,0.12,0.11,0.01,34,Sputnik V,Government of Kazakhstan,https://www.inform.kz/en/kazakhstan-administers-second-doses-of-covid-19-vaccine-to-over-2-000_a3757206
Kuwait,KWT,2020-12-28,2500,,,,,0.06,,,,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2020-12-29,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2020-12-30,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2020-12-31,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-01,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-02,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-03,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-04,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-05,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-06,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-07,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-08,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-09,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-10,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-11,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-12,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-13,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-14,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-15,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-16,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-17,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-18,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-19,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-20,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-21,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-22,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-23,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-24,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-25,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-26,35000,,,,1121,0.82,,,262,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-27,,,,,1961,,,,459,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-28,,,,,2800,,,,656,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-29,,,,,3640,,,,852,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-30,,,,,4480,,,,1049,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-01-31,,,,,5320,,,,1246,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-01,,,,,6160,,,,1442,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-02,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-03,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-04,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-05,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-06,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-07,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-08,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-09,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-10,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-11,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-12,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-13,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-14,,,,,7000,,,,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Kuwait,KWT,2021-02-15,175000,137000,38000,,7000,4.1,3.21,0.89,1639,Pfizer/BioNTech,Ministry of Health,https://news.kuwaittimes.net/website/compliance-or-lockdown-virus-here-to-stay-till-judgment-day/
Latvia,LVA,2020-12-28,,594,,,,,0.03,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2020-12-29,,1467,,,,,0.08,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2020-12-30,,2257,,,,,0.12,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-04,,2956,,,,,0.16,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-05,,3845,,,,,0.2,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-06,,4621,,,,,0.24,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-07,,5429,,,,,0.29,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-08,,6333,,,,,0.34,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-09,,6638,,,,,0.35,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-10,,6974,,,,,0.37,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-11,,8339,,,,,0.44,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-12,,9966,,,,,0.53,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-13,,11477,,,,,0.61,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-14,,13299,,,,,0.71,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-15,,15168,,,,,0.8,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-16,,15834,,,,,0.84,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-17,,15951,,,,,0.85,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-18,16795,16224,571,,,0.89,0.86,0.03,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-19,17671,16296,1375,876,125,0.94,0.86,0.07,66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-20,18441,16315,2126,770,235,0.98,0.86,0.11,125,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-21,18720,16581,2139,279,275,0.99,0.88,0.11,146,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-22,18935,16779,2156,215,306,1,0.89,0.11,162,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-23,,16905,,,343,,0.9,,182,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-24,,,,,381,,,,202,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-25,19728,16924,2804,,419,1.05,0.9,0.15,222,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-26,20576,16954,3622,848,415,1.09,0.9,0.19,220,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-27,21394,17035,4359,818,422,1.13,0.9,0.23,224,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-28,22173,17064,5109,779,493,1.18,0.9,0.27,261,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-29,23135,17116,6019,962,600,1.23,0.91,0.32,318,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-30,23443,17120,6323,308,606,1.24,0.91,0.34,321,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-01-31,,,6657,,677,,,0.35,359,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-01,24964,17133,7831,,748,1.32,0.91,0.42,397,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-02,26772,17268,9504,1808,885,1.42,0.92,0.5,469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-03,28391,17508,10883,1619,1000,1.51,0.93,0.58,530,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,2021-02-04,29894,17648,12246,1503,1103,1.58,0.94,0.65,585,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
